id_student,score_kuesioner,studied_credits,date_registration,final_result,label
519910,77.0,30,-16.0,Fail,0
519936,83.5,150,-98.0,Pass,1
519941,55.0,60,-39.0,Withdrawn,0
519961,87.0,120,-73.0,Fail,0
519969,72.0,60,-29.0,Fail,0
520002,79.0,120,-143.0,Pass,1
520006,90.0,60,-130.0,Distinction,1
520024,50.5,60,-106.0,Withdrawn,0
520061,62.0,90,-57.0,Fail,0
520073,74.0,180,-53.0,Fail,0
520076,100.0,120,-136.0,Pass,1
520077,94.5,90,-129.0,Fail,0
520082,81.0,60,-27.0,Pass,1
520097,88.0,120,-121.0,Distinction,1
520100,67.0,60,-80.0,Fail,0
520150,74.0,60,-58.0,Pass,1
520187,76.5,60,-90.0,Pass,1
520249,46.0,60,-28.0,Withdrawn,0
520286,93.0,60,-59.0,Distinction,1
520325,91.0,60,-120.0,Fail,0
520332,89.0,60,-58.0,Pass,1
520349,65.0,120,-34.0,Withdrawn,0
520360,72.0,120,-177.0,Withdrawn,0
520377,67.0,30,-141.0,Pass,1
520400,66.5,120,-28.0,Fail,0
520544,87.5,120,-12.0,Fail,0
520588,67.0,60,-44.0,Fail,0
520711,66.0,120,-25.0,Fail,0
520751,34.5,60,-36.0,Withdrawn,0
520824,44.0,30,-22.0,Withdrawn,0
520836,85.0,60,-149.0,Pass,1
520857,74.0,120,-48.0,Fail,0
520873,72.0,120,-36.0,Withdrawn,0
520891,87.0,90,-29.0,Pass,1
520962,87.0,120,-24.0,Pass,1
520972,100.0,60,-94.0,Pass,1
521032,66.0,150,-92.0,Withdrawn,0
521051,68.0,60,-304.0,Pass,1
521081,100.0,60,-150.0,Pass,1
521096,93.5,120,-42.0,Pass,1
521109,69.5,60,-162.0,Withdrawn,0
521115,97.0,120,-17.0,Pass,1
521153,74.0,60,-35.0,Fail,0
521160,64.5,120,-21.0,Pass,1
521164,50.5,60,-21.0,Fail,0
521255,62.0,120,-46.0,Withdrawn,0
521292,94.5,60,-124.0,Pass,1
521297,40.0,60,-129.0,Pass,1
521329,60.0,60,-185.0,Pass,1
521341,82.0,120,-35.0,Pass,1
521377,96.0,150,-22.0,Withdrawn,0
521394,94.5,120,-114.0,Pass,1
521404,74.0,60,-72.0,Distinction,1
521430,81.0,60,-34.0,Distinction,1
521509,80.5,120,-16.0,Pass,1
521526,83.0,120,-90.0,Pass,1
521541,87.0,60,-21.0,Fail,0
521590,91.5,60,-51.0,Pass,1
521614,100.0,60,-57.0,Distinction,1
521631,77.5,30,-14.0,Pass,1
521644,80.0,30,-78.0,Distinction,1
521703,84.0,120,-113.0,Withdrawn,0
521709,75.0,120,-89.0,Pass,1
521742,47.5,120,-58.0,Fail,0
521755,34.0,120,-115.0,Withdrawn,0
521764,86.0,60,-18.0,Pass,1
521788,82.0,90,-46.0,Fail,0
521895,74.0,120,-52.0,Pass,1
521903,76.5,120,-59.0,Fail,0
521957,56.0,120,-31.0,Withdrawn,0
522004,11.0,60,-28.0,Withdrawn,0
522007,75.0,60,-81.0,Fail,0
522023,62.0,150,-43.0,Fail,0
522082,84.5,120,-35.0,Withdrawn,0
522087,92.5,60,-24.0,Distinction,1
522090,86.5,60,-50.0,Pass,1
522129,22.0,120,-85.0,Withdrawn,0
522189,1.0,60,-52.0,Pass,1
522205,43.0,60,-89.0,Fail,0
522249,72.5,60,-119.0,Pass,1
522257,81.5,60,-155.0,Pass,1
522312,80.0,90,-240.0,Pass,1
522363,92.0,120,-42.0,Withdrawn,0
522373,86.5,120,-29.0,Pass,1
522381,1.0,60,-67.0,Pass,1
522383,77.5,120,-16.0,Fail,0
522426,76.5,60,-24.0,Pass,1
522428,89.5,60,-52.0,Fail,0
522433,72.0,60,-27.0,Fail,0
522434,63.5,60,-24.0,Pass,1
522441,87.5,60,-24.0,Pass,1
522443,88.5,120,-24.0,Fail,0
522446,75.0,60,-24.0,Pass,1
522473,78.0,60,-39.0,Pass,1
522478,1.0,210,-60.0,Fail,0
522482,75.0,90,-87.0,Withdrawn,0
522484,19.0,60,-170.0,Fail,0
522525,95.0,90,-29.0,Pass,1
522529,91.5,60,-24.0,Pass,1
522534,78.0,30,-79.0,Withdrawn,0
522538,77.5,180,-80.0,Withdrawn,0
522561,90.0,30,-25.0,Distinction,1
522572,55.5,60,-155.0,Pass,1
522622,60.0,120,-36.0,Pass,1
522645,84.0,60,-122.0,Fail,0
522650,80.0,60,-22.0,Withdrawn,0
522654,80.5,60,-36.0,Pass,1
522682,20.0,60,-116.0,Withdrawn,0
522708,73.0,90,-123.0,Fail,0
522714,87.5,60,-44.0,Pass,1
522718,80.5,150,-95.0,Pass,1
522731,62.5,30,-38.0,Pass,1
522740,75.0,90,-32.0,Pass,1
522743,77.5,60,-107.0,Pass,1
522754,78.5,60,-53.0,Pass,1
522777,77.0,60,-29.0,Pass,1
522792,83.5,60,-117.0,Pass,1
522840,57.0,60,-5.0,Pass,1
522850,89.0,120,-1.0,Pass,1
522859,90.0,60,-30.0,Pass,1
522878,45.5,120,-86.0,Withdrawn,0
522881,70.0,60,-94.0,Fail,0
522889,90.0,60,-67.0,Fail,0
522891,92.5,60,-38.0,Pass,1
522894,95.0,120,-67.0,Pass,1
522899,85.0,120,-67.0,Fail,0
522923,94.0,120,-135.0,Pass,1
522924,33.0,30,-106.0,Withdrawn,0
522994,84.0,60,-32.0,Pass,1
523012,92.5,120,-23.0,Pass,1
523017,71.5,60,-93.0,Pass,1
523021,73.5,180,-47.0,Withdrawn,0
523047,40.0,60,-173.0,Fail,0
523061,73.0,120,-66.0,Pass,1
523079,88.0,60,-25.0,Pass,1
523132,100.0,60,-81.0,Pass,1
523142,76.0,120,-74.0,Fail,0
523169,92.0,60,-94.0,Pass,1
523239,41.0,60,-81.0,Withdrawn,0
523247,92.5,120,-32.0,Distinction,1
523248,77.0,60,-56.0,Pass,1
523249,87.5,120,-58.0,Pass,1
523275,70.0,120,-36.0,Withdrawn,0
523334,75.0,30,-24.0,Withdrawn,0
523335,68.0,30,-52.0,Withdrawn,0
523392,51.0,60,-119.0,Fail,0
523427,60.0,30,-51.0,Withdrawn,0
523466,87.0,180,-36.0,Pass,1
523545,87.5,60,-107.0,Pass,1
523583,83.0,120,-82.0,Withdrawn,0
523589,93.0,120,-73.0,Withdrawn,0
523596,85.5,75,-85.0,Fail,0
523599,86.5,120,-42.0,Pass,1
523630,91.5,120,-61.0,Pass,1
523655,81.5,60,-29.0,Pass,1
523672,70.0,90,-28.0,Pass,1
523680,76.0,60,-75.0,Pass,1
523700,81.5,90,-22.0,Fail,0
523710,30.0,30,-93.0,Fail,0
523757,48.0,60,-87.0,Fail,0
523762,81.0,120,-21.0,Pass,1
523803,82.5,90,-58.0,Pass,1
523804,81.0,30,-87.0,Fail,0
523817,57.0,90,-135.0,Withdrawn,0
523831,100.0,60,-128.0,Withdrawn,0
523833,91.0,120,-137.0,Pass,1
523841,80.0,120,-16.0,Fail,0
523857,76.0,120,-100.0,Pass,1
523872,76.5,60,-120.0,Pass,1
523875,90.0,60,-74.0,Distinction,1
523905,1.0,120,-94.0,Pass,1
523928,85.0,60,-92.0,Pass,1
523940,94.0,60,-134.0,Distinction,1
523944,80.5,60,-70.0,Pass,1
523966,92.5,150,-113.0,Pass,1
523971,77.5,60,-22.0,Fail,0
523978,74.0,60,-43.0,Pass,1
524019,78.0,60,-107.0,Withdrawn,0
524020,70.0,120,-55.0,Withdrawn,0
524043,100.0,60,-66.0,Distinction,1
524076,60.0,60,-29.0,Fail,0
524101,87.5,120,-126.0,Withdrawn,0
524109,65.0,60,-22.0,Fail,0
524128,81.0,60,-190.0,Distinction,1
524137,76.0,60,-58.0,Withdrawn,0
524160,95.0,60,-43.0,Pass,1
524170,56.0,30,-153.0,Withdrawn,0
524175,56.5,120,-53.0,Fail,0
524227,67.0,60,-128.0,Pass,1
524261,59.0,120,-107.0,Withdrawn,0
524276,29.0,30,-18.0,Withdrawn,0
524290,80.5,180,-82.0,Pass,1
524295,70.0,60,-117.0,Pass,1
524296,72.0,60,-120.0,Fail,0
524361,74.0,180,-140.0,Pass,1
524369,84.5,70,-50.0,Pass,1
524374,47.0,120,-20.0,Withdrawn,0
524377,86.5,60,-66.0,Pass,1
524378,77.5,60,-193.0,Pass,1
524384,76.5,60,-27.0,Fail,0
524386,72.0,120,-138.0,Fail,0
524396,80.0,60,-93.0,Pass,1
524407,73.5,60,-38.0,Pass,1
524427,60.0,120,-30.0,Pass,1
524431,80.5,60,-24.0,Withdrawn,0
524452,91.0,60,-101.0,Pass,1
524466,85.0,150,-141.0,Pass,1
524575,87.0,60,-65.0,Distinction,1
524631,80.0,30,-46.0,Fail,0
524711,67.0,120,-59.0,Pass,1
524731,37.0,180,-127.0,Fail,0
524790,94.5,60,-22.0,Distinction,1
524791,65.0,120,-67.0,Fail,0
524825,79.0,60,-82.0,Pass,1
524827,62.0,60,-70.0,Withdrawn,0
524845,79.5,150,-29.0,Pass,1
524938,72.0,60,-36.0,Fail,0
524974,82.0,60,-22.0,Pass,1
524996,92.0,240,-150.0,Withdrawn,0
525027,77.0,60,-64.0,Withdrawn,0
525066,69.0,90,-27.0,Fail,0
525068,90.0,60,-43.0,Distinction,1
525128,78.5,90,-23.0,Fail,0
525189,73.0,60,-72.0,Withdrawn,0
525217,91.0,60,-37.0,Pass,1
525246,76.0,60,-51.0,Pass,1
525332,36.0,60,-29.0,Fail,0
525412,82.5,120,-34.0,Fail,0
525456,61.0,60,-60.0,Pass,1
525469,87.5,120,-66.0,Pass,1
525472,94.0,60,-36.0,Distinction,1
525490,82.0,120,-34.0,Fail,0
525501,90.0,60,-119.0,Pass,1
525512,94.0,120,-55.0,Pass,1
525520,60.0,60,-144.0,Fail,0
525624,82.0,120,-21.0,Pass,1
525625,90.0,60,-30.0,Pass,1
525632,70.0,210,-113.0,Pass,1
525635,44.0,60,-22.0,Fail,0
525679,65.0,120,-116.0,Fail,0
525683,92.5,75,-96.0,Pass,1
525700,92.0,120,-53.0,Distinction,1
525703,74.0,60,-22.0,Pass,1
525749,86.5,70,-46.0,Distinction,1
525762,46.5,60,-42.0,Withdrawn,0
525800,62.0,60,-145.0,Withdrawn,0
525820,44.0,120,-132.0,Fail,0
525832,83.5,60,-198.0,Pass,1
525870,85.0,60,-142.0,Pass,1
525874,92.0,180,-92.0,Fail,0
525877,55.0,60,-30.0,Withdrawn,0
525885,89.5,60,-46.0,Fail,0
525942,84.5,60,-68.0,Withdrawn,0
525974,87.5,60,-38.0,Distinction,1
526051,97.0,90,-124.0,Distinction,1
526068,82.5,60,-30.0,Pass,1
526073,39.0,60,-88.0,Withdrawn,0
526088,79.5,60,-57.0,Fail,0
526098,91.0,150,-134.0,Withdrawn,0
526124,71.5,30,-84.0,Withdrawn,0
526151,85.5,150,-72.0,Pass,1
526158,77.0,60,-121.0,Pass,1
526175,8.0,60,-53.0,Fail,0
526177,92.0,75,-49.0,Pass,1
526200,86.5,240,-115.0,Fail,0
526235,44.0,90,-127.0,Withdrawn,0
526242,89.0,60,-99.0,Pass,1
526285,84.5,60,-54.0,Pass,1
526303,78.5,120,-34.0,Withdrawn,0
526352,85.0,90,-42.0,Pass,1
526370,67.5,60,-73.0,Pass,1
526392,66.5,120,-30.0,Fail,0
526417,94.0,60,-21.0,Distinction,1
526441,55.5,150,-23.0,Fail,0
526506,86.0,240,-43.0,Withdrawn,0
526527,38.0,60,-59.0,Fail,0
526547,30.0,90,-114.0,Withdrawn,0
526549,92.5,180,-73.0,Pass,1
526551,80.0,60,-86.0,Pass,1
526559,70.0,180,-113.0,Pass,1
526564,87.0,90,-43.0,Withdrawn,0
526589,82.5,120,-128.0,Fail,0
526601,88.5,60,-144.0,Withdrawn,0
526679,62.0,60,-157.0,Pass,1
526699,45.0,90,-22.0,Withdrawn,0
526721,96.0,120,-102.0,Distinction,1
526741,76.5,30,-10.0,Fail,0
526761,76.0,60,-61.0,Fail,0
526810,92.5,60,-67.0,Withdrawn,0
526818,90.0,60,-36.0,Pass,1
526819,59.5,150,-120.0,Fail,0
526821,76.0,120,-50.0,Pass,1
526876,81.0,60,-204.0,Fail,0
526896,82.0,60,-128.0,Pass,1
526912,80.0,60,-71.0,Withdrawn,0
526927,83.0,120,-93.0,Pass,1
526980,68.5,60,-46.0,Fail,0
527020,84.5,120,-79.0,Pass,1
527100,87.0,120,-24.0,Distinction,1
527102,100.0,120,-160.0,Fail,0
527148,93.5,150,-171.0,Pass,1
527164,85.0,120,-93.0,Distinction,1
527225,85.5,120,-68.0,Pass,1
527227,87.5,120,-128.0,Pass,1
527242,45.0,90,-46.0,Withdrawn,0
527306,72.0,60,-74.0,Fail,0
527313,73.0,120,-16.0,Fail,0
527323,92.0,120,-120.0,Fail,0
527382,67.0,60,-59.0,Withdrawn,0
527393,90.5,60,-22.0,Pass,1
527400,71.5,60,-65.0,Fail,0
527427,59.0,90,-192.0,Pass,1
527494,92.5,60,-155.0,Pass,1
527533,50.0,60,-66.0,Withdrawn,0
527538,72.5,30,-2.0,Distinction,1
527565,69.0,120,-17.0,Withdrawn,0
527574,93.0,60,-114.0,Pass,1
527580,89.0,60,-128.0,Pass,1
527601,59.0,60,-46.0,Withdrawn,0
527619,84.0,120,-92.0,Withdrawn,0
527622,93.5,60,-44.0,Pass,1
527636,80.0,120,-46.0,Fail,0
527659,73.5,60,-109.0,Fail,0
527685,70.0,120,-18.0,Fail,0
527713,91.0,60,-145.0,Distinction,1
527742,100.0,60,-48.0,Fail,0
527744,84.0,60,-15.0,Withdrawn,0
527747,76.5,60,-23.0,Withdrawn,0
527751,61.0,60,-134.0,Fail,0
527771,77.0,60,-121.0,Fail,0
527775,58.0,60,-30.0,Fail,0
527799,56.5,60,-88.0,Fail,0
527801,42.0,120,-153.0,Fail,0
527826,99.0,90,-92.0,Distinction,1
527886,95.0,120,-88.0,Pass,1
527917,88.5,60,-52.0,Pass,1
527927,81.5,180,-127.0,Withdrawn,0
527954,64.0,210,-25.0,Fail,0
527958,55.5,90,-15.0,Withdrawn,0
527964,86.0,30,-12.0,Pass,1
527980,95.0,60,-116.0,Distinction,1
527991,78.0,120,-25.0,Fail,0
528021,66.0,60,-221.0,Withdrawn,0
528023,38.0,90,-24.0,Fail,0
528034,53.0,60,-21.0,Fail,0
528056,75.0,60,-99.0,Fail,0
528066,60.0,60,-17.0,Pass,1
528075,80.0,60,-21.0,Distinction,1
528083,58.0,60,-75.0,Withdrawn,0
528161,79.5,60,-116.0,Pass,1
528175,71.0,150,-88.0,Withdrawn,0
528184,85.0,75,-34.0,Pass,1
528220,61.0,180,-128.0,Withdrawn,0
528250,84.0,60,-130.0,Pass,1
528261,92.5,120,-109.0,Distinction,1
528270,80.0,180,-87.0,Withdrawn,0
528271,76.5,75,-134.0,Withdrawn,0
528290,97.0,30,-136.0,Withdrawn,0
528351,98.5,120,-137.0,Distinction,1
528353,92.0,60,-24.0,Pass,1
528363,85.0,60,-161.0,Withdrawn,0
528420,30.0,60,-18.0,Withdrawn,0
528424,80.0,60,-93.0,Fail,0
528432,100.0,60,-57.0,Distinction,1
528464,74.5,60,-16.0,Pass,1
528467,86.0,120,-53.0,Pass,1
528506,74.0,60,-45.0,Pass,1
528509,77.0,60,-93.0,Fail,0
528515,85.0,30,-59.0,Withdrawn,0
528517,78.0,60,-36.0,Pass,1
528535,60.0,90,-135.0,Withdrawn,0
528538,68.0,120,-163.0,Withdrawn,0
528551,82.0,120,-44.0,Pass,1
528559,68.5,90,-46.0,Pass,1
528649,77.5,60,-36.0,Fail,0
528662,84.0,60,-136.0,Fail,0
528698,78.0,120,-85.0,Pass,1
528699,86.0,60,-75.0,Withdrawn,0
528702,1.0,60,-23.0,Fail,0
528713,76.0,60,-114.0,Withdrawn,0
528734,66.5,120,-2.0,Pass,1
528782,78.5,60,-132.0,Withdrawn,0
528846,69.5,120,-42.0,Fail,0
528892,56.5,90,-171.0,Pass,1
528904,92.0,60,-24.0,Pass,1
528918,62.0,120,-22.0,Withdrawn,0
528923,74.0,120,-25.0,Fail,0
528971,64.0,60,-205.0,Fail,0
528992,81.0,90,-59.0,Pass,1
529025,62.5,60,-100.0,Pass,1
529030,93.5,120,-55.0,Pass,1
529065,88.5,60,-20.0,Pass,1
529073,48.5,90,-144.0,Withdrawn,0
529078,73.5,60,-25.0,Fail,0
529097,86.5,60,-100.0,Pass,1
529153,10.0,30,-144.0,Withdrawn,0
529174,66.5,120,-92.0,Fail,0
529175,79.5,60,-46.0,Fail,0
529190,86.0,60,-108.0,Pass,1
529197,51.0,120,-198.0,Pass,1
529201,87.5,90,-53.0,Pass,1
529211,50.0,60,-124.0,Fail,0
529212,59.0,180,-59.0,Pass,1
529226,61.0,60,-152.0,Fail,0
529240,84.5,120,-86.0,Pass,1
529287,69.0,90,-37.0,Withdrawn,0
529297,85.0,60,-58.0,Pass,1
529304,98.0,90,-137.0,Pass,1
529309,63.0,90,-109.0,Withdrawn,0
529349,92.0,150,-52.0,Distinction,1
529366,79.5,150,-77.0,Pass,1
529381,80.0,60,-114.0,Withdrawn,0
529404,65.5,60,-59.0,Pass,1
529412,72.0,180,-16.0,Fail,0
529434,50.0,30,-95.0,Pass,1
529438,78.5,60,-78.0,Fail,0
529446,84.0,60,-50.0,Pass,1
529452,61.5,75,-22.0,Fail,0
529458,62.0,60,-52.0,Withdrawn,0
529486,84.5,90,-53.0,Pass,1
529490,62.0,60,-22.0,Withdrawn,0
529493,94.0,60,-135.0,Pass,1
529502,55.0,60,-15.0,Pass,1
529509,71.0,30,-24.0,Fail,0
529512,88.0,30,-17.0,Pass,1
529522,77.0,60,-169.0,Fail,0
529525,27.0,120,-127.0,Withdrawn,0
529550,78.0,30,-29.0,Withdrawn,0
529561,96.0,120,-30.0,Distinction,1
529563,84.5,120,-30.0,Pass,1
529565,89.5,120,-30.0,Pass,1
529566,93.0,120,-30.0,Pass,1
529567,100.0,120,-30.0,Distinction,1
529569,85.5,120,-30.0,Pass,1
529572,84.0,120,-30.0,Fail,0
529597,55.0,120,-28.0,Fail,0
529644,92.0,120,-58.0,Pass,1
529670,93.0,60,-24.0,Pass,1
529684,59.5,90,-132.0,Fail,0
529689,81.5,60,-58.0,Pass,1
529693,77.5,60,-66.0,Pass,1
529723,88.0,90,-93.0,Withdrawn,0
529760,33.0,120,-82.0,Fail,0
529762,72.5,60,-89.0,Pass,1
529789,65.0,60,-88.0,Withdrawn,0
529795,69.5,60,-25.0,Fail,0
529834,66.0,60,-93.0,Fail,0
529862,91.5,60,-80.0,Distinction,1
529863,80.5,60,-102.0,Pass,1
529864,84.5,120,-25.0,Fail,0
529868,79.0,60,-53.0,Pass,1
529870,78.5,120,-121.0,Distinction,1
529871,93.5,150,-23.0,Pass,1
529975,80.0,30,-29.0,Fail,0
529991,68.0,120,-58.0,Fail,0
530021,80.0,60,-132.0,Fail,0
530043,85.5,60,-75.0,Pass,1
530057,86.5,90,-123.0,Pass,1
530065,74.5,180,-120.0,Pass,1
530087,93.0,90,-29.0,Pass,1
530112,81.0,60,-25.0,Fail,0
530113,60.0,120,-17.0,Withdrawn,0
530148,72.0,60,-7.0,Withdrawn,0
530153,89.0,60,-106.0,Fail,0
530159,61.5,60,-130.0,Pass,1
530172,68.0,60,-28.0,Withdrawn,0
530196,98.0,60,-72.0,Withdrawn,0
530226,70.0,120,-46.0,Pass,1
530234,80.0,60,-123.0,Pass,1
530266,60.0,60,-121.0,Fail,0
530296,85.5,120,-65.0,Pass,1
530344,85.0,75,-24.0,Pass,1
530360,91.0,30,-29.0,Fail,0
530445,80.0,60,-113.0,Distinction,1
530481,68.0,30,-29.0,Withdrawn,0
530487,91.5,60,-30.0,Pass,1
530493,75.0,180,-114.0,Fail,0
530514,88.5,60,-31.0,Pass,1
530519,63.0,60,-74.0,Withdrawn,0
530558,80.5,60,-96.0,Pass,1
530567,97.5,120,-104.0,Distinction,1
530650,86.0,90,-57.0,Pass,1
530663,84.5,150,-45.0,Pass,1
530669,59.5,60,-116.0,Pass,1
530676,76.0,120,-53.0,Withdrawn,0
530736,89.5,180,-66.0,Pass,1
530748,28.5,100,-25.0,Withdrawn,0
530753,85.0,60,-22.0,Fail,0
530765,80.0,60,-18.0,Pass,1
530772,100.0,60,-155.0,Pass,1
530802,93.0,60,-113.0,Distinction,1
530841,84.0,60,-43.0,Pass,1
530852,85.0,120,-95.0,Withdrawn,0
530853,88.0,120,-126.0,Fail,0
530862,93.5,120,-30.0,Pass,1
530936,23.0,30,-17.0,Withdrawn,0
530940,79.5,90,-134.0,Pass,1
530941,100.0,60,-39.0,Pass,1
530944,93.5,90,-61.0,Distinction,1
530967,78.0,60,-169.0,Pass,1
530987,62.5,60,-121.0,Pass,1
531018,95.0,90,-92.0,Distinction,1
531027,80.0,60,-73.0,Fail,0
531047,65.0,60,-264.0,Withdrawn,0
531069,39.0,60,-52.0,Withdrawn,0
531075,15.0,120,-95.0,Fail,0
531077,93.0,60,-123.0,Distinction,1
531097,72.0,30,-185.0,Fail,0
531124,74.5,60,-89.0,Pass,1
531182,86.0,120,-67.0,Pass,1
531190,82.0,180,-29.0,Pass,1
531202,91.5,60,-68.0,Distinction,1
531205,100.0,60,-24.0,Withdrawn,0
531224,72.5,30,-173.0,Pass,1
531234,81.0,120,-74.0,Withdrawn,0
531243,59.0,60,-65.0,Withdrawn,0
531270,97.0,120,-53.0,Pass,1
531294,80.0,120,-80.0,Pass,1
531340,82.5,180,-42.0,Withdrawn,0
531377,49.5,60,-29.0,Fail,0
531384,80.0,60,-30.0,Pass,1
531397,82.0,60,-93.0,Fail,0
531402,84.0,60,-50.0,Pass,1
531427,72.5,120,-113.0,Fail,0
531428,66.0,120,-133.0,Withdrawn,0
531448,70.0,60,-86.0,Fail,0
531450,80.0,60,-48.0,Fail,0
531464,55.0,60,-94.0,Fail,0
531569,70.0,120,-73.0,Fail,0
531573,46.5,120,-44.0,Fail,0
531629,81.5,60,-113.0,Pass,1
531634,39.0,120,-68.0,Fail,0
531643,95.5,60,-102.0,Distinction,1
531646,80.0,60,-59.0,Fail,0
531709,87.0,90,-23.0,Distinction,1
531753,100.0,60,-122.0,Pass,1
531755,78.0,120,-114.0,Pass,1
531787,45.5,60,-90.0,Fail,0
531791,81.0,120,-107.0,Fail,0
531845,37.0,30,-123.0,Fail,0
531865,1.0,60,-73.0,Pass,1
531871,78.5,60,-28.0,Pass,1
531894,54.0,180,-88.0,Withdrawn,0
531896,61.0,30,-84.0,Fail,0
531905,89.0,180,-92.0,Pass,1
531924,57.5,90,-21.0,Pass,1
532020,71.5,90,-197.0,Pass,1
532034,86.0,60,-82.0,Fail,0
532049,85.5,60,-109.0,Fail,0
532050,83.0,60,-102.0,Fail,0
532062,79.0,120,-16.0,Withdrawn,0
532114,69.0,60,-38.0,Withdrawn,0
532116,75.0,60,-37.0,Pass,1
532121,76.0,120,-46.0,Pass,1
532140,80.0,270,-128.0,Pass,1
532144,75.0,60,-23.0,Pass,1
532194,79.0,120,-41.0,Withdrawn,0
532236,60.0,60,-22.0,Pass,1
532254,85.0,120,-22.0,Pass,1
532267,63.5,120,-44.0,Withdrawn,0
532274,79.0,150,-69.0,Fail,0
532335,86.0,60,-43.0,Pass,1
532350,70.0,30,-129.0,Pass,1
532396,85.0,60,-130.0,Withdrawn,0
532413,73.5,60,-122.0,Pass,1
532428,81.0,120,-98.0,Fail,0
532436,83.0,120,-73.0,Pass,1
532440,85.5,60,-154.0,Pass,1
532441,64.0,30,-29.0,Withdrawn,0
532464,86.0,120,-77.0,Fail,0
532477,87.0,60,-88.0,Pass,1
532491,51.5,60,-120.0,Pass,1
532500,36.5,60,-9.0,Fail,0
532512,76.0,60,-44.0,Withdrawn,0
532531,57.0,120,-5.0,Fail,0
532534,72.5,60,-93.0,Fail,0
532565,56.0,120,-116.0,Withdrawn,0
532575,50.0,120,-42.0,Withdrawn,0
532578,83.0,60,-55.0,Pass,1
532579,91.0,30,-74.0,Pass,1
532584,77.5,60,-120.0,Fail,0
532589,77.0,120,-93.0,Fail,0
532608,79.5,60,-89.0,Pass,1
532615,81.5,120,-11.0,Distinction,1
532617,82.5,60,-89.0,Distinction,1
532627,74.5,60,-115.0,Pass,1
532648,60.0,90,-73.0,Withdrawn,0
532649,78.0,30,-7.0,Fail,0
532665,78.5,60,-52.0,Pass,1
532683,44.0,60,-22.0,Withdrawn,0
532695,63.0,60,-93.0,Fail,0
532703,84.0,60,-52.0,Withdrawn,0
532710,80.0,120,-50.0,Fail,0
532715,85.5,120,-106.0,Pass,1
532718,84.5,30,-141.0,Pass,1
532739,94.0,60,-88.0,Pass,1
532741,66.0,90,-49.0,Fail,0
532745,73.0,60,-22.0,Pass,1
532750,90.0,60,-127.0,Distinction,1
532779,1.0,60,-91.0,Pass,1
532839,78.5,60,-130.0,Withdrawn,0
532846,62.5,60,-25.0,Withdrawn,0
532855,88.5,60,-118.0,Pass,1
532859,10.0,180,-124.0,Fail,0
532862,77.5,60,-3.0,Fail,0
532863,78.0,60,-45.0,Fail,0
532868,86.5,60,-52.0,Fail,0
532869,87.5,60,-37.0,Pass,1
532886,93.5,60,-107.0,Pass,1
532895,82.0,60,-129.0,Withdrawn,0
532941,42.0,90,-152.0,Fail,0
532950,91.0,60,-64.0,Pass,1
532968,92.0,120,-127.0,Pass,1
532988,37.0,60,-30.0,Fail,0
533004,78.5,60,-151.0,Fail,0
533006,89.0,120,-120.0,Withdrawn,0
533012,63.0,90,-151.0,Fail,0
533016,86.0,60,-50.0,Withdrawn,0
533044,71.5,60,-52.0,Pass,1
533054,93.5,60,-17.0,Distinction,1
533068,41.0,60,-30.0,Pass,1
533077,95.0,90,-59.0,Fail,0
533091,87.5,60,-49.0,Distinction,1
533134,85.5,90,-116.0,Pass,1
533140,66.5,60,-28.0,Withdrawn,0
533141,84.0,60,-61.0,Fail,0
533164,82.0,60,-52.0,Withdrawn,0
533172,94.0,60,-86.0,Pass,1
533198,80.0,120,-50.0,Withdrawn,0
533201,85.0,120,-77.0,Pass,1
533209,100.0,60,-21.0,Pass,1
533210,89.5,120,-123.0,Distinction,1
533217,85.5,120,-1.0,Pass,1
533291,83.5,60,-29.0,Pass,1
533301,93.0,60,-80.0,Pass,1
533311,97.0,60,-29.0,Pass,1
533321,91.5,60,-90.0,Distinction,1
533324,80.0,120,-89.0,Pass,1
533347,63.0,60,-71.0,Pass,1
533348,82.0,90,-85.0,Withdrawn,0
533365,65.0,60,-89.0,Fail,0
533418,90.5,60,-92.0,Distinction,1
533485,81.5,60,-72.0,Pass,1
533512,59.0,60,-23.0,Fail,0
533522,84.0,60,-36.0,Fail,0
533523,76.5,90,-150.0,Pass,1
533527,92.0,90,-125.0,Fail,0
533535,90.0,180,-106.0,Pass,1
533545,72.5,60,-109.0,Pass,1
533614,93.5,60,-90.0,Distinction,1
533689,62.5,30,-35.0,Fail,0
533697,86.5,60,-86.0,Withdrawn,0
533709,90.0,120,-30.0,Fail,0
533722,89.5,120,-130.0,Distinction,1
533839,87.5,60,-30.0,Pass,1
533874,46.5,90,-22.0,Withdrawn,0
533877,96.0,60,-116.0,Distinction,1
533929,82.0,90,-44.0,Distinction,1
533969,70.0,60,-111.0,Fail,0
533975,55.5,60,-80.0,Pass,1
533988,56.0,60,-94.0,Pass,1
533996,85.0,60,-111.0,Withdrawn,0
533997,87.5,60,-44.0,Withdrawn,0
534014,85.5,180,-28.0,Fail,0
534018,64.0,120,-109.0,Withdrawn,0
534037,95.5,60,-102.0,Pass,1
534051,90.0,60,-78.0,Fail,0
534064,90.0,120,-107.0,Pass,1
534086,85.5,60,-92.0,Fail,0
534093,65.0,60,-121.0,Pass,1
534112,84.0,60,-24.0,Withdrawn,0
534133,90.0,60,-17.0,Pass,1
534143,83.0,60,-52.0,Fail,0
